ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	sum	proportion
Environmental	Aquatic	Marine	Oceanic	Sediment	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	2.0	Environmental_Aquatic_Marine_Oceanic_Sediment	mangrove biome_mangrove swamp_sediment	214.0	0.009345794392523364
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_marine water body_sea water	214.0	0.009345794392523364
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine coral reef biome	coral reef	Cnidaria	ENVO_01000049	ENVO_00000150	NCBITaxon_6073	3.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine coral reef biome_coral reef_Cnidaria	322.0	0.009316770186335404
Environmental	Terrestrial	Soil	Fossil	Unclassified	terrestrial biome	cave	fossil	ENVO_00000446	ENVO_00000067	ENVO_00002164	1.0	Environmental_Terrestrial_Soil_Fossil_Unclassified	terrestrial biome_cave_fossil	113.0	0.008849557522123894
Environmental	Terrestrial	Soil	Fossil	Unclassified	terrestrial biome	river	fossil	ENVO_00000446	ENVO_00000022	ENVO_00002164	1.0	Environmental_Terrestrial_Soil_Fossil_Unclassified	terrestrial biome_river_fossil	113.0	0.008849557522123894
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	mesotrophic lake	lake sediment	ENVO_01000252	ENVO_01000775	ENVO_00000546	5.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_mesotrophic lake_lake sediment	567.0	0.008818342151675485
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	oligotrophic lake	lake sediment	ENVO_01000252	ENVO_01000774	ENVO_00000546	5.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_oligotrophic lake_lake sediment	567.0	0.008818342151675485
Environmental	Terrestrial	Rock-dwelling (endoliths)	Unclassified	Unclassified	terrestrial biome	aquifer	rock	ENVO_00000446	ENVO_00012408	ENVO_00001995	1.0	Environmental_Terrestrial_Rock-dwelling (endoliths)_Unclassified_Unclassified	terrestrial biome_aquifer_rock	117.0	0.008547008547008548
Environmental	Terrestrial	Rock-dwelling (endoliths)	Unclassified	Unclassified	terrestrial biome	endolithic environment	-	ENVO_00000446	ENVO_01000303	-	1.0	Environmental_Terrestrial_Rock-dwelling (endoliths)_Unclassified_Unclassified	terrestrial biome_endolithic environment_-	117.0	0.008547008547008548
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	hill	soil	ENVO_00000446	ENVO_00000083	ENVO_00001998	21.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_hill_soil	2531.0	0.008297115764519953
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	university campus	soil	ENVO_00000446	ENVO_00000467	ENVO_00001998	21.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_university campus_soil	2531.0	0.008297115764519953
Environmental	Terrestrial	Soil	Sand	Unclassified	desert biome	desert	desert sand	ENVO_01000179	ENVO_01001357	ENVO_00005800	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	desert biome_desert_desert sand	124.0	0.008064516129032258
Environmental	Terrestrial	Soil	Sand	Unclassified	forest biome	sea coast	sand	ENVO_01000174	ENVO_00000303	ENVO_01000017	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	forest biome_sea coast_sand	124.0	0.008064516129032258
Environmental	Terrestrial	Soil	Sand	Unclassified	mangrove biome	mangrove swamp	soil	ENVO_01000181	ENVO_00000057	ENVO_00001998	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	mangrove biome_mangrove swamp_soil	124.0	0.008064516129032258
Environmental	Terrestrial	Soil	Sand	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	marine biome_marine water body_sea water	124.0	0.008064516129032258
Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	glacial feature	sand	ENVO_00000446	ENVO_00000131	ENVO_01000017	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	terrestrial biome_glacial feature_sand	124.0	0.008064516129032258
Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	land	sand	ENVO_00000446	ENVO_01001785	ENVO_01000017	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	terrestrial biome_land_sand	124.0	0.008064516129032258
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	-	drinking water	ENVO_00002030	-	ENVO_00003064	3.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_-_drinking water	373.0	0.00804289544235925
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	polar	sediment	ENVO_01000339	ENVO_01000238	ENVO_00002007	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar biome_polar_sediment	249.0	0.008032128514056224
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar desert biome	desert	permafrost	ENVO_01000186	ENVO_01001357	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar desert biome_desert_permafrost	249.0	0.008032128514056224
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	bayou	permafrost	ENVO_00000446	ENVO_00000234	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_bayou_permafrost	249.0	0.008032128514056224
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	peninsula	permafrost	ENVO_00000446	ENVO_00000305	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_peninsula_permafrost	249.0	0.008032128514056224
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	thermokarst	permafrost	ENVO_00000446	ENVO_03000085	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_thermokarst_permafrost	249.0	0.008032128514056224
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	-	sediment	ENVO_00002030	-	ENVO_00002007	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_-_sediment	125.0	0.008
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_cryoconite hole_cryoconite deposit	125.0	0.008
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	mudflat	sediment	ENVO_00002030	ENVO_00000192	ENVO_00002007	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_mudflat_sediment	125.0	0.008
Environmental	Aquatic	Sediment	Unclassified	Unclassified	estuarine biome	estuary	-	ENVO_01000020	ENVO_00000045	-	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	estuarine biome_estuary_-	125.0	0.008
Environmental	Aquatic	Sediment	Unclassified	Unclassified	freshwater biome	watershed	sediment	ENVO_00000873	ENVO_00000292	ENVO_00002007	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	freshwater biome_watershed_sediment	125.0	0.008
Environmental	Aquatic	Sediment	Unclassified	Unclassified	marine benthic biome	marine benthic feature	deep marine sediment	ENVO_01000024	ENVO_01000105	ENVO_00002113	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	marine benthic biome_marine benthic feature_deep marine sediment	125.0	0.008
Environmental	Aquatic	Sediment	Unclassified	Unclassified	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	marine hydrothermal vent biome_mud volcano_marine sediment	125.0	0.008
Environmental	Aquatic	Marine	Coastal	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	7.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine benthic biome_marine benthic feature_marine sediment	877.0	0.00798175598631699
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	7.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_blanket bog_peat soil	880.0	0.007954545454545454
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	fen	peat soil	ENVO_00000446	ENVO_00000232	ENVO_00005774	7.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_fen_peat soil	880.0	0.007954545454545454
Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	contaminated water	ENVO_00000873	ENVO_00000033	ENVO_00002186	1.0	Environmental_Aquatic_Freshwater_Pond_Sediment	freshwater biome_pond_contaminated water	126.0	0.007936507936507936
Environmental	Terrestrial	Soil	Unclassified	Unclassified	aquatic biome	river	soil	ENVO_00002030	ENVO_00000022	ENVO_00001998	20.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	aquatic biome_river_soil	2531.0	0.007902015013828527
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	farm	bulk soil	ENVO_00000446	ENVO_00000078	ENVO_00005802	20.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_farm_bulk soil	2531.0	0.007902015013828527
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	farm	farm soil	ENVO_00000446	ENVO_00000078	ENVO_00005749	20.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_farm_farm soil	2531.0	0.007902015013828527
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	forest floor	wood	ENVO_01000174	ENVO_01001582	ENVO_00002040	12.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_forest floor_wood	1549.0	0.007746933505487412
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	fungi-associated environment	forest soil	ENVO_01000174	ENVO_01001041	ENVO_00002261	12.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_fungi-associated environment_forest soil	1549.0	0.007746933505487412
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	-	-	-	-	-	-	6.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	-_-_-	803.0	0.007471980074719801
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	6.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	terrestrial biome_agricultural field_arable soil	803.0	0.007471980074719801
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_hot spring_microbial mat	134.0	0.007462686567164179
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hypersaline lake	brine	ENVO_00002030	ENVO_01001020	ENVO_00003044	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_hypersaline lake_brine	134.0	0.007462686567164179
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond	-	ENVO_00002030	ENVO_00000055	-	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_saline evaporation pond_-	134.0	0.007462686567164179
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	geothermally active field	hydrothermal fluid	ENVO_00002030	ENVO_01001851	ENVO_01000134	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Unclassified	aquatic biome_geothermally active field_hydrothermal fluid	135.0	0.007407407407407408
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	hypersaline lake	microbial mat	ENVO_00002030	ENVO_01001020	ENVO_01000008	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Unclassified	aquatic biome_hypersaline lake_microbial mat	135.0	0.007407407407407408
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	manufactured product	ENVO_01000252	ENVO_00000021	ENVO_00003074	11.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_manufactured product	1493.0	0.007367716008037508
Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	-	pond water	ENVO_00000873	-	ENVO_00002228	1.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	freshwater biome_-_pond water	137.0	0.0072992700729927005
Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	waterfall	fresh water	ENVO_00000873	ENVO_00000040	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	freshwater biome_waterfall_fresh water	137.0	0.0072992700729927005
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	coastal inlet	sea water	ENVO_00000447	ENVO_00000137	ENVO_00002149	25.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_coastal inlet_sea water	3435.0	0.00727802037845706
Environmental	Terrestrial	Soil	Unclassified	Unclassified	anthropogenic terrestrial biome	anthropogenic environment	soil	ENVO_01000219	ENVO_01000313	ENVO_00001998	18.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	anthropogenic terrestrial biome_anthropogenic environment_soil	2531.0	0.007111813512445673
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	bulk soil	ENVO_01000174	ENVO_01001785	ENVO_00005802	11.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_land_bulk soil	1549.0	0.0071013557133634605
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	solid layer	eucalyptus forest soil	ENVO_01000174	ENVO_01001275	ENVO_00005787	11.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_solid layer_eucalyptus forest soil	1549.0	0.0071013557133634605
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	mixed forest biome	temperate forest	forest soil	ENVO_01000198	ENVO_01001805	ENVO_00002261	11.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	mixed forest biome_temperate forest_forest soil	1549.0	0.0071013557133634605
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney	-	ENVO_01000030	ENVO_01000129	-	1.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent chimney_-	141.0	0.0070921985815602835
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney	hydrothermal fluid	ENVO_01000030	ENVO_01000129	ENVO_01000134	1.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent chimney_hydrothermal fluid	141.0	0.0070921985815602835
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	volcano	hydrothermal fluid	ENVO_01000030	ENVO_00000247	ENVO_01000134	1.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_volcano_hydrothermal fluid	141.0	0.0070921985815602835
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	oceanic bathypelagic zone biome	caldera	sea water	ENVO_01000037	ENVO_00000096	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	oceanic bathypelagic zone biome_caldera_sea water	141.0	0.0070921985815602835
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	field	contaminated soil	ENVO_00000446	ENVO_01000352	ENVO_00002116	2.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_field_contaminated soil	286.0	0.006993006993006993
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	land	biochar	ENVO_00000446	ENVO_01001785	ENVO_2000007	2.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_land_biochar	286.0	0.006993006993006993
Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	17.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	forest biome_polar_forest soil	2531.0	0.006716712761754247
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	23.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_coastal water body_coastal sea water	3435.0	0.006695778748180495
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	cloud forest	forest soil	ENVO_01000174	ENVO_01001457	ENVO_00002261	10.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_cloud forest_forest soil	1549.0	0.006455777921239509
Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	land	grassland soil	ENVO_01000177	ENVO_01001785	ENVO_00005750	16.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	grassland biome_land_grassland soil	2531.0	0.006321612011062821
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	active permafrost layer	soil	ENVO_00000446	ENVO_04000009	ENVO_00001998	16.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_active permafrost layer_soil	2531.0	0.006321612011062821
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	dairy	soil	ENVO_00000446	ENVO_00003862	ENVO_00001998	16.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_dairy_soil	2531.0	0.006321612011062821
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	feedlot	soil	ENVO_00000446	ENVO_01000627	ENVO_00001998	16.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_feedlot_soil	2531.0	0.006321612011062821
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land	sediment	ENVO_00000446	ENVO_01001785	ENVO_00002007	16.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_land_sediment	2531.0	0.006321612011062821
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	sea ice	ENVO_00000447	ENVO_00001999	ENVO_00002200	12.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine water body_sea ice	1901.0	0.00631246712256707
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	ocean strait	surface water	ENVO_00000447	ENVO_01000651	ENVO_00002042	12.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_ocean strait_surface water	1901.0	0.00631246712256707
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine coral reef biome	marine benthic feature	sea water	ENVO_01000049	ENVO_01000105	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine coral reef biome_marine benthic feature_sea water	322.0	0.006211180124223602
Environmental	Terrestrial	Soil	Unclassified	Unclassified	alpine tundra biome	alpine	alpine soil	ENVO_01001505	ENVO_01000340	ENVO_00005741	15.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	alpine tundra biome_alpine_alpine soil	2531.0	0.005926511260371394
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	prairie	soil	ENVO_00000446	ENVO_00000260	ENVO_00001998	15.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_prairie_soil	2531.0	0.005926511260371394
Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	surface water	ENVO_00000447	ENVO_00001999	ENVO_00002042	1.0	Environmental_Aquatic_Marine_Pelagic_Unclassified	marine biome_marine water body_surface water	171.0	0.005847953216374269
Environmental	Aquatic	Marine	Pelagic	Unclassified	oceanic bathypelagic zone biome	marine bathypelagic zone	sea water	ENVO_01000037	ENVO_00000211	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Pelagic_Unclassified	oceanic bathypelagic zone biome_marine bathypelagic zone_sea water	171.0	0.005847953216374269
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	bay	sea water	ENVO_00000447	ENVO_00000032	ENVO_00002149	20.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_bay_sea water	3435.0	0.005822416302765648
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	bay	biofilm	ENVO_00000447	ENVO_00000032	ENVO_00002034	1.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_bay_biofilm	172.0	0.005813953488372093
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	marine benthic feature	marine sediment	ENVO_00000447	ENVO_01000105	ENVO_03000033	1.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_marine benthic feature_marine sediment	172.0	0.005813953488372093
Environmental	Terrestrial	Soil	Sand	Desert	desert biome	desert	desert sand	ENVO_01000179	ENVO_01001357	ENVO_00005800	1.0	Environmental_Terrestrial_Soil_Sand_Desert	desert biome_desert_desert sand	174.0	0.005747126436781609
Environmental	Terrestrial	Soil	Sand	Desert	terrestrial biome	dry valley	permafrost	ENVO_00000446	ENVO_00000128	ENVO_00000134	1.0	Environmental_Terrestrial_Soil_Sand_Desert	terrestrial biome_dry valley_permafrost	174.0	0.005747126436781609
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	well-mixed estuary	sea water	ENVO_00000447	ENVO_01001653	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_well-mixed estuary_sea water	349.0	0.0057306590257879654
Environmental	Aquatic	Marine	Coastal	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	sediment	ENVO_01000030	ENVO_01000122	ENVO_00002007	5.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_sediment	877.0	0.005701254275940707
Environmental	Aquatic	Marine	Unclassified	Unclassified	polar biome	polar	lake water	ENVO_01000339	ENVO_01000238	ENVO_04000007	19.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	polar biome_polar_lake water	3435.0	0.005531295487627365
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	oil tank	oil	ENVO_00002030	ENVO_00002183	ENVO_00002985	2.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_oil tank_oil	373.0	0.005361930294906166
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	freshwater biome	bayou	fresh water	ENVO_00000873	ENVO_00000234	ENVO_00002011	2.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	freshwater biome_bayou_fresh water	373.0	0.005361930294906166
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	freshwater biome	constructed swimming pool	fresh water	ENVO_00000873	ENVO_01000965	ENVO_00002011	2.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	freshwater biome_constructed swimming pool_fresh water	373.0	0.005361930294906166
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	Cyanobacteria	ENVO_01000252	ENVO_00000021	NCBITaxon_1117	8.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_Cyanobacteria	1493.0	0.0053583389149363695
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	meromictic lake	lake water	ENVO_01000252	ENVO_00000199	ENVO_04000007	8.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_meromictic lake_lake water	1493.0	0.0053583389149363695
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	freshwater lake	anaerobic sediment	ENVO_01000252	ENVO_00000021	ENVO_00002045	3.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_freshwater lake_anaerobic sediment	567.0	0.005291005291005291
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	manufactured product	ENVO_00000447	ENVO_00001999	ENVO_00003074	18.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine water body_manufactured product	3435.0	0.005240174672489083
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	hydraulic fracturing	fresh water	ENVO_00002030	ENVO_01001868	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_hydraulic fracturing_fresh water	192.0	0.005208333333333333
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	wetland area	groundwater	ENVO_00002030	ENVO_00000043	ENVO_01001004	1.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_wetland area_groundwater	192.0	0.005208333333333333
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	-	fresh water	ENVO_00000873	-	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_-_fresh water	192.0	0.005208333333333333
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	cave	groundwater	ENVO_00000873	ENVO_00000067	ENVO_01001004	1.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_cave_groundwater	192.0	0.005208333333333333
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	planetary subsurface zone	contaminated water	ENVO_00000873	ENVO_01000941	ENVO_00002186	1.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_planetary subsurface zone_contaminated water	192.0	0.005208333333333333
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	-	-	-	-	-	-	1.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	-_-_-	201.0	0.004975124378109453
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	-	sediment	ENVO_00000873	-	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_-_sediment	201.0	0.004975124378109453
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	botanical garden	fresh water	ENVO_00000873	ENVO_00010624	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_botanical garden_fresh water	201.0	0.004975124378109453
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	planetary subsurface zone	fresh water	ENVO_00000873	ENVO_01000941	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_planetary subsurface zone_fresh water	201.0	0.004975124378109453
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	polar biome	polar	fresh water	ENVO_01000339	ENVO_01000238	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	polar biome_polar_fresh water	201.0	0.004975124378109453
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	terrestrial biome	construction	waste material	ENVO_00000446	ENVO_00000070	ENVO_00002264	1.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	terrestrial biome_construction_waste material	201.0	0.004975124378109453
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	lagoon	saline water	ENVO_00002030	ENVO_00000038	ENVO_00002010	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_lagoon_saline water	409.0	0.004889975550122249
