	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	ENV_BROAD_SCALE_LABEL	ENV_LOCAL_SCALE_LABEL	ENV_MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT
732	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	aquatic biome	acid mine drainage	sediment	ENVO_00002030	ENVO_00001997	ENVO_00002007	2
733	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	aquatic biome	coal mine	acidic water	ENVO_00002030	ENVO_00002169	ENVO_01000358	2
734	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	freshwater biome	aquifer	groundwater	ENVO_00000873	ENVO_00012408	ENVO_01001004	2
735	Environmental	Aquatic	Freshwater	Groundwater	Mine	freshwater biome	mine drainage	groundwater	ENVO_00000873	ENVO_00001996	ENVO_01001004	2
736	Environmental	Aquatic	Freshwater	Groundwater	Mine drainage	aquatic biome	mine	microbial mat	ENVO_00002030	ENVO_00000076	ENVO_01000008	2
737	Environmental	Aquatic	Freshwater	Groundwater	Spring	aquatic biome	spring	groundwater	ENVO_00002030	ENVO_00000027	ENVO_01001004	2
738	Environmental	Aquatic	Freshwater	Groundwater	Unclassified							2
739	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	acid mine drainage	acidic water	ENVO_00002030	ENVO_00001997	ENVO_01000358	2
740	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	spring	groundwater	ENVO_00002030	ENVO_00000027	ENVO_01001004	2
741	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	bayou	groundwater	ENVO_00000873	ENVO_00000234	ENVO_01001004	2
742	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	landfill	groundwater	ENVO_00000873	ENVO_00000533	ENVO_01001004	2
743	Environmental	Aquatic	Freshwater	Ice	Glacier	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	2
744	Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater biome	mesotrophic lake	ice	ENVO_00000873	ENVO_01000775	ENVO_01001125	2
745	Environmental	Aquatic	Freshwater	Lake	Unclassified	aquatic biome	lake	lake water	ENVO_00002030	ENVO_00000020	ENVO_04000007	2
746	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	chemocline	lake water	ENVO_01000252	ENVO_00002270	ENVO_04000007	2
747	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	hypolimnion	lake water	ENVO_01000252	ENVO_00002130	ENVO_04000007	2
748	Environmental	Aquatic	Freshwater	Lentic	Hypolimnion	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	2
749	Environmental	Aquatic	Freshwater	Lentic	Littoral zone	freshwater lake biome	freshwater littoral zone	lake water	ENVO_01000252	ENVO_01000409	ENVO_04000007	2
750	Environmental	Aquatic	Freshwater	Lentic	Sediment	freshwater biome	lentic water body	sediment	ENVO_00000873	ENVO_01000617	ENVO_00002007	2
751	Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	rift lake	lake water	ENVO_00002030	ENVO_00000203	ENVO_04000007	2
752	Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	freshwater lake	planktonic material	ENVO_01000252	ENVO_00000021	ENVO_01000063	2
753	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	lotic water body	fresh water	ENVO_00000873	ENVO_01000618	ENVO_00002011	2
754	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	waterfall	fresh water	ENVO_00000873	ENVO_00000040	ENVO_00002011	2
755	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater lake biome	underground lake	stromatolite mat	ENVO_01000252	ENVO_00000058	ENVO_00002157	2
756	Environmental	Aquatic	Freshwater	River	Unclassified	freshwater river biome	river		ENVO_01000253	ENVO_00000022		2
757	Environmental	Aquatic	Freshwater	Sinkhole	Microbial mats	freshwater biome	sinkhole	microbial mat	ENVO_00000873	ENVO_00000195	ENVO_01000008	2
758	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	channel of a watercourse	fresh water	ENVO_00000873	ENVO_00000395	ENVO_00002011	2
759	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	water body	fresh water	ENVO_00000873	ENVO_00000063	ENVO_00002011	2
760	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body		ENVO_00000447	ENVO_02000049		2
761	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	Cyanobacteria	ENVO_00000447	ENVO_02000049	NCBITaxon_1117	2
762	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	2
763	Environmental	Aquatic	Marine	Cold seeps	Unclassified	marine cold seep biome	cold seep	sea water	ENVO_01000127	ENVO_01000263	ENVO_00002149	2
764	Environmental	Aquatic	Marine	Fossil	Whale fall	marine biome	marine benthic feature	fossil	ENVO_00000447	ENVO_01000105	ENVO_00002164	2
765	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	deep marine sediment	ENVO_01000030	ENVO_01000122	ENVO_00002113	2
766	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	organism	ENVO_01000030	ENVO_01000122	OBI_0100026	2
767	Environmental	Aquatic	Marine	Intertidal zone	Beach	marine biome	beach	sea water	ENVO_00000447	ENVO_00000091	ENVO_00002149	2
768	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	well-mixed estuary	sea water	ENVO_00000447	ENVO_01001653	ENVO_00002149	2
769	Environmental	Aquatic	Marine	Intertidal zone	Mangrove swamp	mangrove biome	estuary		ENVO_01000181	ENVO_00000045		2
770	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	aquatic biome	hypersaline lake	hypersaline water	ENVO_00002030	ENVO_01001020	ENVO_00002012	2
771	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	intertidal zone	rock	ENVO_00000447	ENVO_00000316	ENVO_00001995	2
772	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	intertidal zone	stromatolite mat	ENVO_00000447	ENVO_00000316	ENVO_00002157	2
773	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	estuary	sea water	ENVO_00000447	ENVO_00000045	ENVO_00002149	2
774	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine coral reef biome	marine benthic feature	sea water	ENVO_01000049	ENVO_01000105	ENVO_00002149	2
775	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine neritic zone	surface water	ENVO_00000447	ENVO_00000206	ENVO_00002042	2
776	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine aphotic zone	planktonic material	ENVO_00000447	ENVO_00000210	ENVO_01000063	2
777	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine hydrothermal vent biome	marine hydrothermal vent	sea water	ENVO_01000030	ENVO_01000122	ENVO_00002149	2
778	Environmental	Aquatic	Marine	Oceanic	Benthic	ocean biome	marine benthic feature	basalt	ENVO_01000048	ENVO_01000105	ENVO_01000236	2
779	Environmental	Aquatic	Marine	Oceanic	Microbial mats	marine biome	oceanic zone	microbial mat	ENVO_00000447	ENVO_00000207	ENVO_01000008	2
780	Environmental	Aquatic	Marine	Oceanic	Photic zone	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	2
781	Environmental	Aquatic	Marine	Oceanic	Photic zone	ocean biome	marine photic zone	sea water	ENVO_01000048	ENVO_00000209	ENVO_00002149	2
782	Environmental	Aquatic	Marine	Oceanic	Sediment	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	2
783	Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	2
784	Environmental	Aquatic	Marine	Oceanic	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	2
785	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	bay	sea water	ENVO_00000447	ENVO_00000032	ENVO_00002149	2
786	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine hydrothermal vent biome	marine hydrothermal plume	hydrothermal fluid	ENVO_01000030	ENVO_01000130	ENVO_01000134	2
787	Environmental	Aquatic	Marine	Oceanic	Unclassified	ocean biome	marine water body	planktonic material	ENVO_01000048	ENVO_00001999	ENVO_01000063	2
788	Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine pelagic zone	Cyanobacteria	ENVO_00000447	ENVO_00000208	NCBITaxon_1117	2
789	Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	2
790	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine benthic biome	marine benthic feature	hypersaline water	ENVO_01000024	ENVO_01000105	ENVO_00002012	2
791	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome		biofilm	ENVO_00000447		ENVO_00002034	2
792	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	intertidal zone	sea water	ENVO_00000447	ENVO_00000316	ENVO_00002149	2
793	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine benthic feature	organism	ENVO_00000447	ENVO_01000105	OBI_0100026	2
794	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine mud	sea water	ENVO_00000447	ENVO_00005795	ENVO_00002149	2
795	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney	hydrothermal fluid	ENVO_01000030	ENVO_01000129	ENVO_01000134	2
796	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney	hydrothermally-influenced sediment	ENVO_01000030	ENVO_01000129	ENVO_01001821	2
797	Environmental	Aquatic	Marine	Unclassified	Unclassified	mediterranean sea biome	marine water body	hypersaline water	ENVO_01000047	ENVO_00001999	ENVO_00002012	2
798	Environmental	Aquatic	Marine	Wetlands	Sediment	mangrove biome	coastal wetland ecosystem	marine sediment	ENVO_01000181	ENVO_00000230	ENVO_03000033	2
799	Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	wetland area	sea water	ENVO_00000447	ENVO_00000043	ENVO_00002149	2
800	Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	wetland area	soil	ENVO_00000447	ENVO_00000043	ENVO_00001998	2
801	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome	saline lake	lake sediment	ENVO_00002030	ENVO_00000019	ENVO_00000546	2
802	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	saline lake	lake water	ENVO_00002030	ENVO_00000019	ENVO_04000007	2
803	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	aquatic biome	saline lake	microbial mat	ENVO_00002030	ENVO_00000019	ENVO_01000008	2
804	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hypersaline lake	microbial mat	ENVO_00002030	ENVO_01001020	ENVO_01000008	2
805	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	meromictic lake	hypersaline water	ENVO_00002030	ENVO_00000199	ENVO_00002012	2
806	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	2
807	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Epilimnion	aquatic biome	lagoon	saline water	ENVO_00002030	ENVO_00000038	ENVO_00002010	2
808	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Microbial mats	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	2
809	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Microbial mats	estuarine biome	estuary	microbial mat	ENVO_01000020	ENVO_00000045	ENVO_01000008	2
810	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Sediment	aquatic biome	saline lake	lake sediment	ENVO_00002030	ENVO_00000019	ENVO_00000546	2
811	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	lagoon	saline water	ENVO_00002030	ENVO_00000038	ENVO_00002010	2
812	Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	acid mine drainage	sediment	ENVO_00002030	ENVO_00001997	ENVO_00002007	2
813	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	sulfur spring	acid	ENVO_00002030	ENVO_00000126	CHEBI_37527	2
814	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	2
815	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	2
816	Environmental	Aquatic	Thermal springs	Near-boiling (>90C)	Alkaline	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	2
817	Environmental	Aquatic	Thermal springs	Near-boiling (>90C)	Alkaline	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	2
818	Environmental	Aquatic	Thermal springs	Warm (34-42C)	Unclassified	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		2
819	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	oil tank	oil	ENVO_00002030	ENVO_00002183	ENVO_00002985	2
820	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	freshwater biome	bayou	fresh water	ENVO_00000873	ENVO_00000234	ENVO_00002011	2
821	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	freshwater biome	constructed swimming pool	fresh water	ENVO_00000873	ENVO_01000965	ENVO_00002011	2
822	Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	2
823	Environmental	Terrestrial	Asphalt lakes	Unclassified	Unclassified	aquatic biome	asphalt lake	contaminated water	ENVO_00002030	ENVO_00000165	ENVO_00002186	2
824	Environmental	Terrestrial	Cave	Unclassified	Unclassified	terrestrial biome	cave	biofilm material	ENVO_00000446	ENVO_00000067	ENVO_01000156	2
825	Environmental	Terrestrial	Cave	Unclassified	Unclassified	terrestrial biome	cave	microbial mat	ENVO_00000446	ENVO_00000067	ENVO_01000008	2
826	Environmental	Terrestrial	Deep subsurface	Aquifer	Unclassified	terrestrial biome	aquifer	rock	ENVO_00000446	ENVO_00012408	ENVO_00001995	2
827	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	fluid environmental material	ENVO_00000446	ENVO_01000941	ENVO_02000140	2
828	Environmental	Terrestrial	Deep subsurface	Water well	Unclassified	aquatic biome	water well	biofilm	ENVO_00002030	ENVO_01000002	ENVO_00002034	2
829	Environmental	Terrestrial	Desert	Unclassified	Unclassified	desert biome	desert		ENVO_01000179	ENVO_01001357		2
830	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	desert biome	desert	rock	ENVO_01000179	ENVO_01001357	ENVO_00001995	2
831	Environmental	Terrestrial	Oil reservoir	Sediment	Unclassified	terrestrial biome	oil reservoir	sediment	ENVO_00000446	ENVO_00002185	ENVO_00002007	2
832	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	natural monument	biofilm	ENVO_00000446	ENVO_00000359	ENVO_00002034	2
833	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	speleothem	rock	ENVO_00000446	ENVO_00000327	ENVO_00001995	2
834	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	stone exterior wall	biofilm	ENVO_00000446	ENVO_01000495	ENVO_00002034	2
835	Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	2
836	Environmental	Terrestrial	Soil	Clay	Grasslands	grassland biome	land	grassland soil	ENVO_01000177	ENVO_01001785	ENVO_00005750	2
837	Environmental	Terrestrial	Soil	Glacier	Unclassified	terrestrial biome	glacial feature	cryoconite deposit	ENVO_00000446	ENVO_00000131	ENVO_03000038	2
838	Environmental	Terrestrial	Soil	Loam	Agricultural soil	terrestrial biome	rhizosphere	soil	ENVO_00000446	ENVO_00005801	ENVO_00001998	2
839	Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	biosphere reserve	loam	ENVO_01000177	ENVO_00000376	ENVO_00002258	2
840	Environmental	Terrestrial	Soil	Loam	Grasslands	terrestrial biome	land	bulk soil	ENVO_00000446	ENVO_01001785	ENVO_00005802	2
841	Environmental	Terrestrial	Soil	Sand	Desert	desert biome	research facility	soil biocrust	ENVO_01000179	ENVO_00000469	ENVO_01000910	2
842	Environmental	Terrestrial	Soil	Sand	Forest soil	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	2
843	Environmental	Terrestrial	Soil	Sand	Oil-contaminated	terrestrial biome	outcrop	sand	ENVO_00000446	ENVO_01000302	ENVO_01000017	2
844	Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	park	soil	ENVO_00000446	ENVO_00000562	ENVO_00001998	2
845	Environmental	Terrestrial	Soil	Silt	Unclassified							2
846	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	field	contaminated soil	ENVO_00000446	ENVO_01000352	ENVO_00002116	2
847	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	land	biochar	ENVO_00000446	ENVO_01001785	ENVO_2000007	2
848	Environmental	Terrestrial	Soil	Unclassified	Desert	arid biome	arid	soil	ENVO_01001838	ENVO_01000230	ENVO_00001998	2
849	Environmental	Terrestrial	Soil	Unclassified	Grasslands	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	2
850	Environmental	Terrestrial	Soil	Unclassified	Mine	terrestrial biome	mine	soil	ENVO_00000446	ENVO_00000076	ENVO_00001998	2
851	Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	polar	sediment	ENVO_01000339	ENVO_01000238	ENVO_00002007	2
852	Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar desert biome	desert	permafrost	ENVO_01000186	ENVO_01001357	ENVO_00000134	2
853	Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	bayou	permafrost	ENVO_00000446	ENVO_00000234	ENVO_00000134	2
854	Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	peninsula	permafrost	ENVO_00000446	ENVO_00000305	ENVO_00000134	2
855	Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	thermokarst	permafrost	ENVO_00000446	ENVO_03000085	ENVO_00000134	2
856	Environmental	Terrestrial	Soil	Unclassified	Tropical rainforest	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	2
857	Environmental	Terrestrial	Soil	Unclassified	Unclassified	alpine biome	alpine	alpine soil	ENVO_01001835	ENVO_01000340	ENVO_00005741	2
858	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	2
859	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	soil surface layer	forest soil	ENVO_01000174	ENVO_04000010	ENVO_00002261	2
860	Environmental	Terrestrial	Soil	Unclassified	Unclassified	shrubland biome	land	soil	ENVO_01000176	ENVO_01001785	ENVO_00001998	2
861	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome		compost	ENVO_00000446		ENVO_00002170	2
862	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	agricultural field	composted animal manure	ENVO_00000446	ENVO_00000114	ENVO_01001119	2
863	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	agricultural field	poultry litter	ENVO_00000446	ENVO_00000114	ENVO_00002192	2
864	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	agricultural field	soil	ENVO_00000446	ENVO_00000114	ENVO_00001998	2
865	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	garden	garden soil	ENVO_00000446	ENVO_00000011	ENVO_00002263	2
866	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land	surface soil	ENVO_00000446	ENVO_01001785	ENVO_02000059	2
867	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	mine drainage	contaminated soil	ENVO_00000446	ENVO_00001996	ENVO_00002116	2
868	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	ridge	soil	ENVO_00000446	ENVO_00000283	ENVO_00001998	2
869	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	stream bank	soil	ENVO_00000446	ENVO_00000142	ENVO_00001998	2
870	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	wetland area	soil	ENVO_00000446	ENVO_00000043	ENVO_00001998	2
871	Environmental	Terrestrial	Soil	Unclassified	Uranium contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	2
872	Host-associated	Plants	Roots	Rhizosphere	Unclassified	terrestrial biome	rhizosphere	rhizosphere	ENVO_00000446	ENVO_00005801	ENVO_00005801	2
873	Environmental	Air	Indoor Air	Unclassified	Unclassified			air			ENVO_00002005	1
874	Environmental	Air	Indoor Air	Unclassified	Unclassified		building	air		ENVO_00000073	ENVO_00002005	1
875	Environmental	Air	Indoor Air	Unclassified	Unclassified		troposphere	air		ENVO_01000540	ENVO_00002005	1
876	Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	aquatic biome		sediment	ENVO_00002030		ENVO_00002007	1
877	Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	marine biome	fish farm	sediment	ENVO_00000447	ENVO_00000294	ENVO_00002007	1
878	Environmental	Aquatic	Freshwater	Drinking water	Chlorinated	freshwater biome	well	drinking water	ENVO_00000873	ENVO_00000026	ENVO_00003064	1
879	Environmental	Aquatic	Freshwater	Drinking water	Chlorinated	freshwater biome	well	groundwater	ENVO_00000873	ENVO_00000026	ENVO_01001004	1
880	Environmental	Aquatic	Freshwater	Drinking water	Delivery networks	freshwater biome	laboratory facility	drinking water	ENVO_00000873	ENVO_01001406	ENVO_00003064	1
881	Environmental	Aquatic	Freshwater	Drinking water	Unchlorinated	aquatic biome		drinking water	ENVO_00002030		ENVO_00003064	1
882	Environmental	Aquatic	Freshwater	Drinking water	Unclassified	freshwater biome			ENVO_00000873			1
883	Environmental	Aquatic	Freshwater	Drinking water	Unclassified	freshwater biome		fresh water	ENVO_00000873		ENVO_00002011	1
884	Environmental	Aquatic	Freshwater	Drinking water	Unclassified	freshwater biome	hospital	drinking water	ENVO_00000873	ENVO_00002173	ENVO_00003064	1
885	Environmental	Aquatic	Freshwater	Drinking water	Unclassified	freshwater river biome		biofilm	ENVO_01000253		ENVO_00002034	1
886	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	aquatic biome	planetary structural layer	contaminated water	ENVO_00002030	ENVO_01000639	ENVO_00002186	1
887	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	freshwater biome	well	contaminated water	ENVO_00000873	ENVO_00000026	ENVO_00002186	1
888	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	hydraulic fracturing	fresh water	ENVO_00002030	ENVO_01001868	ENVO_00002011	1
889	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	wetland area	groundwater	ENVO_00002030	ENVO_00000043	ENVO_01001004	1
890	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome		fresh water	ENVO_00000873		ENVO_00002011	1
891	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	cave	groundwater	ENVO_00000873	ENVO_00000067	ENVO_01001004	1
892	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	planetary subsurface zone	contaminated water	ENVO_00000873	ENVO_01000941	ENVO_00002186	1
893	Environmental	Aquatic	Freshwater	Ice	Glacier	freshwater biome	glacier ice field	ice	ENVO_00000873	ENVO_01001532	ENVO_01001125	1
894	Environmental	Aquatic	Freshwater	Ice	Glacier	polar biome	glacier ice field	ice	ENVO_01000339	ENVO_01001532	ENVO_01001125	1
895	Environmental	Aquatic	Freshwater	Ice	Ice accretions	polar biome	glacial lake	ice	ENVO_01000339	ENVO_00000488	ENVO_01001125	1
896	Environmental	Aquatic	Freshwater	Ice	Unclassified	aquatic biome		ice	ENVO_00002030		ENVO_01001125	1
897	Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater lake biome	freshwater lake	ice	ENVO_01000252	ENVO_00000021	ENVO_01001125	1
898	Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater lake biome	ice-covered lake	ice	ENVO_01000252	ENVO_00000198	ENVO_01001125	1
899	Environmental	Aquatic	Freshwater	Lake	Microbial mats	aquatic biome	lake	microbial mat	ENVO_00002030	ENVO_00000020	ENVO_01000008	1
900	Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	polluted lake	lake sediment	ENVO_01000252	ENVO_01000680	ENVO_00000546	1
901	Environmental	Aquatic	Freshwater	Lake	Unclassified	aquatic biome	hypersaline lake	lake water	ENVO_00002030	ENVO_01001020	ENVO_04000007	1
902	Environmental	Aquatic	Freshwater	Lake	Unclassified	aquatic biome	lake	fresh water	ENVO_00002030	ENVO_00000020	ENVO_00002011	1
903	Environmental	Aquatic	Freshwater	Lake	Unclassified	aquatic biome	puddle of water	Cyanobacteria	ENVO_00002030	ENVO_01000871	NCBITaxon_1117	1
904	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater biome	anoxic lake	anoxic water	ENVO_00000873	ENVO_01001072	ENVO_01000173	1
905	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome		lake water	ENVO_01000252		ENVO_04000007	1
906	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	epilimnion	lake water	ENVO_01000252	ENVO_00002131	ENVO_04000007	1
907	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	anoxic water	ENVO_01000252	ENVO_00000021	ENVO_01000173	1
908	Environmental	Aquatic	Freshwater	Lentic	Limnetic zone	aquatic biome	rift lake	fresh water	ENVO_00002030	ENVO_00000203	ENVO_00002011	1
909	Environmental	Aquatic	Freshwater	Lentic	Limnetic zone	aquatic biome	rift lake	lake water	ENVO_00002030	ENVO_00000203	ENVO_04000007	1
910	Environmental	Aquatic	Freshwater	Lentic	Limnetic zone	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	1
911	Environmental	Aquatic	Freshwater	Lentic	Limnetic zone	polar biome	peninsula	fresh water	ENVO_01000339	ENVO_00000305	ENVO_00002011	1
912	Environmental	Aquatic	Freshwater	Lentic	Sediment	aquatic biome	lentic water body	sediment	ENVO_00002030	ENVO_01000617	ENVO_00002007	1
913	Environmental	Aquatic	Freshwater	Lentic	Sediment	aquatic biome	saline lake	lake sediment	ENVO_00002030	ENVO_00000019	ENVO_00000546	1
